ISO,1990,1995,2000,2005,2010
AFG,86.27,88.22,86.38,62.81,40.32
ALB,3.34,1.79,0.7,0.41,0.35
DZA,17.13,12.92,9.23,6.73,5.04
AND,0.3,0.3,0.31,0.31,0.3
AGO,240.37,215.28,167.57,112.51,82.8
ATG,4.41,3.15,1.84,1.56,1.36
ARG,4.48,3.07,1.92,1.42,1.35
ARM,10.2,10.42,5.07,2.97,2.32
AUS,0.18,0.32,0.34,0.36,0.35
AUT,0.06,0.06,0.11,0.26,0.35
AZE,13.97,13.92,9.48,4.92,2.65
BHS,4.26,3.07,1.65,1.3,0.91
BHR,4.24,4.6,3.65,3.21,2.38
BGD,81.72,50.74,28.01,17.74,13.39
BRB,2.59,2.3,2.24,2.13,1.7
BLR,1.42,1.53,1.35,1.4,1.34
BEL,0.61,0.69,1.12,1.44,1.2
BLZ,9.7,6.54,5.93,4.6,4.37
BEN,75.85,62.08,50.68,36.88,29.99
BTN,77.93,50.14,33.69,21.67,15.36
BOL,84.06,58.85,35.98,24.46,18.97
BIH,1.46,1.06,0.53,0.31,0.25
BWA,37.8,34.29,33.61,23.99,13.88
BRA,21.21,13.26,7.55,5.11,4.01
BRN,1.36,1.23,1.41,1.7,1.76
BGR,0.8,0.7,0.65,0.45,0.37
BFA,209.55,195.26,138.09,93.74,90.94
BDI,165.3,157.59,145.66,120.57,99.65
KHM,44.93,43.2,36.71,17.64,10.63
CMR,90.6,95.51,78.63,55.56,47.4
CAN,0.21,0.21,0.57,0.99,0.79
CPV,30.26,25.43,17.48,12.65,9.53
CAF,240.18,253.42,263.59,240.5,234.05
TCD,200.79,202.95,194.47,159.06,146.66
CHL,4.23,2.41,1.88,1.5,1.18
CHN,6.29,4.65,2.4,0.86,0.37
COL,9.26,9.69,6.4,4.71,3.82
COM,88.65,78.11,68.46,58.63,54.4
COG,116.77,134.52,121.64,94.65,80.01
CRI,5.39,4.35,3.4,2.73,2.37
CIV,109.82,105.24,76.95,68.25,69.09
HRV,0.35,0.33,0.3,0.26,0.22
CUB,3.8,5.06,2.81,1.87,1.69
CYP,0.78,0.69,0.73,0.8,0.81
CZE,0.27,0.17,0.13,0.17,0.24
PRK,3.99,3.25,2.67,2.02,1.67
COD,172.3,177.71,166.5,130.95,125.19
DNK,1.48,1.17,1.18,1.74,1.75
DJI,75.72,79.65,74.78,53.77,43.26
DMA,3.88,2.55,1.67,1.37,1.11
DOM,31.1,18.98,8.09,5.7,4.21
ECU,31.27,18.9,10.69,5.97,3.98
EGY,53.29,35.55,18.94,11.1,7.18
SLV,43.24,27.74,12.66,6.29,4.53
GNQ,256.99,223.88,127.28,85.79,72.54
ERI,251.69,183.88,119.56,103.13,97.12
EST,0.78,0.62,0.35,0.21,0.14
ETH,197.99,170.83,129.51,87.06,68.37
FJI,10.11,9.62,10.41,11.37,11.77
FIN,0.76,0.6,0.52,0.51,0.56
FRA,0.62,0.65,1.2,1.57,1.43
GAB,67.51,68.58,78.56,73.56,63.27
GMB,69.97,63.71,52.34,38.03,30.26
GEO,4.79,4.32,2.13,0.95,0.66
DEU,0.3,0.25,0.51,0.97,1.36
GHA,47.46,38.78,31.8,20.5,14.84
GRC,0.14,0.07,0.07,0.09,0.11
GRD,5.68,3.78,3.03,2.82,2.24
GTM,133.08,74.13,47.54,35.21,26.9
GIN,120.68,105.37,82.61,57.06,53.25
GNB,135.83,134.22,126.01,87.26,68.75
GUY,26.72,25.55,18.61,15.77,12.08
HTI,160.01,126.76,88.92,66.43,50.13
HND,70.9,58.72,46.67,35.51,29.35
HUN,0.16,0.15,0.16,0.19,0.23
ISL,0.47,0.48,0.4,0.31,0.29
IND,114.77,87.02,80,88.49,66.61
IDN,41.6,28.18,29.49,27.55,21.36
IRN,9.09,6,3.44,2.13,1.72
IRQ,11.86,12.08,8.92,6.86,5.63
IRL,0.2,0.23,0.3,0.41,0.56
ISR,1.05,0.78,1.41,1.5,1.3
ITA,0.15,0.09,0.09,0.16,0.2
JAM,11.69,8.64,7.22,5.69,4.86
JPN,0.52,0.54,0.64,0.71,0.74
JOR,3.29,2.69,2.36,1.9,1.54
KAZ,11.05,12.47,5.95,3.19,2.73
KEN,74.82,74.46,74.15,61.23,47.08
KIR,230.4,189.16,82.89,54.89,47.55
KWT,1.46,0.61,0.43,0.36,0.43
KGZ,15.37,13.85,9.91,6.44,6.08
LAO,86.81,67.03,52.54,41.5,30.29
LVA,0.69,0.7,0.28,0.16,0.11
LBN,5.09,3.45,2.25,1.75,1.36
LSO,79.27,70.37,70.34,71.25,77.52
LBR,173.06,155.47,120.38,80.41,77.49
LBY,7.85,3.9,3.42,2.84,2.38
LTU,0.67,0.45,0.18,0.13,0.1
LUX,0.52,0.91,1.73,1.92,1.76
MKD,10.84,5.75,2.52,1.63,1.23
MDG,126.58,109.23,81.32,66.26,57.65
MWI,181.28,148.13,110.92,76.98,62.97
MYS,3.52,2.59,2.09,1.79,1.66
MDV,11.9,6.56,5.2,3.09,1.99
MLI,172.66,140.18,116.9,78.19,66.38
MLT,0.32,0.38,0.33,0.27,0.27
MHL,50.6,57.95,45.27,35.31,27.69
MRT,121.4,108.02,92.31,67.29,52.97
MUS,6.54,3.53,1.93,1.75,2.05
MEX,31.22,15.02,7.82,5.23,4.19
FSM,70.86,70.77,49.89,37.59,31.88
MNG,7.71,6.8,5.51,3.7,2.86
MNE,0.62,0.49,0.41,0.31,0.22
MAR,20.94,14.95,8.96,6.01,4.28
MOZ,137.55,113.61,88.57,64.14,51.01
MMR,137.57,111.42,85.69,63.28,44.82
NAM,70.81,60.1,63.86,53.19,41.73
NPL,119.21,88.44,64.17,47.2,37.55
NLD,0.2,0.32,0.79,1.07,1.01
NZL,0.3,0.2,0.27,0.35,0.35
NIC,46.5,26.72,14.08,8.77,7.08
NER,291.58,253.66,206.36,144.49,120.81
NGA,110.99,93.54,80.73,62.3,48.9
NOR,0.55,0.66,1.36,2.11,2.43
OMN,4.71,3.01,2.4,2.27,3.79
PAK,75.05,70.39,57.36,44.53,37.59
PAN,10.39,6.01,4.01,3.91,3.73
PNG,46.45,38.6,32.2,27.42,21.82
PRY,18.34,14.3,10.34,8.1,6.03
PER,42.62,23.93,7.98,4.58,3.85
PHL,4.2,7.94,9.17,8.51,7.09
POL,0.57,0.35,0.2,0.16,0.15
PRT,0.5,0.24,0.26,0.32,0.39
QAT,1.52,1.36,1.26,0.93,0.66
KOR,2.72,1.22,0.7,0.47,0.59
MDA,2.29,1.64,1.05,0.6,0.43
ROU,2.07,1.66,1.23,0.72,0.4
RUS,2.78,3.06,3.17,2.96,2.15
RWA,163.35,171.91,114.69,59.37,38.7
LCA,7.84,5.4,2.62,1.83,1.68
VCT,9.03,6.29,3.74,2.84,2.51
WSM,34.68,33.53,22.96,21.05,18.22
STP,49.18,41.9,28.42,18.15,15.13
SAU,8.4,6.84,5.51,4.03,2.73
SEN,148.81,137.41,126.12,83.65,71
SRB,0.46,0.65,0.21,0.15,0.13
SYC,5.26,6.64,8.07,8.65,8.42
SLE,91.59,93.81,89.37,68.73,49.6
SGP,2.18,1.34,0.85,0.73,0.8
SVK,0.31,0.26,0.29,0.29,0.26
SVN,0.32,0.25,0.24,0.2,0.16
SLB,103.46,103.87,76.58,65.5,53.22
SOM,223.89,229.16,207.48,178.21,168.49
ZAF,37.41,32.63,43.22,49.38,37.25
ESP,0.41,0.34,0.47,0.57,0.55
LKA,15.59,12.79,11.1,8.58,6.83
SDN,88.28,75.29,65.97,60.18,46.93
SUR,36.74,28.56,14.92,7.02,5.09
SWZ,65.84,63.38,80.78,90.79,70.02
SWE,0.14,0.23,0.8,1.34,1.6
CHE,0.85,1.5,2.19,2.13,1.92
SYR,5.17,3.07,1.9,1.35,0.93
TJK,50.47,52.57,31.84,16.99,13.54
TZA,137.72,140.72,93.17,61.17,45.25
THA,8.68,4.84,4.62,4.97,4.06
TLS,63.23,50.44,45.08,29.84,21.2
TGO,82.02,86.91,70.94,61.44,52.9
TON,32.52,33.39,24.51,16.95,13.15
TTO,5.66,5.16,3.63,2.52,2.01
TUN,13.06,8.73,4.94,3.18,2.29
TUR,14.98,8.73,3.62,2.29,2.07
TKM,37.91,36.26,24.93,12.63,7.65
UGA,110.66,93.66,80,55.55,39.5
UKR,1.5,1.71,1.46,1.44,1.26
ARE,3.71,2.94,2.57,1.89,1.56
GBR,0.53,0.55,0.78,1.6,1.78
USA,0.25,0.3,0.63,1.35,1.69
URY,4.03,3.06,2.33,2.15,1.86
UZB,13.33,12.62,5.2,2.14,1.86
VUT,90.82,92.66,65.24,53.34,41.36
VEN,14.51,12.76,8.22,6.69,5.4
VNM,20.61,14.81,10.48,6.68,5.34
YEM,69.65,66.26,51.61,36.89,29.33
ZMB,60.85,53.67,49.3,37.98,28.32
ZWE,35.13,33.93,43.33,62.54,59.1
HIA,6.37712,5.48327,3.53615,2.73538,2.41615
LIA,132.292,120.241,99.1246,75.2037,64.3911
LMA,62.683,53.9867,42.2093,33.3776,27.3193
UMA,20.1073,16.6994,13.1854,10.1048,7.88712
HIM,0.61,0.61,0.7,0.93,0.8
LIM,135.83,111.42,88.57,63.28,52.9
LMM,60.85,50.14,33.69,27.42,21.2
UMM,9.7,6.54,4.62,3.18,2.51
HWW,,1.00197,1.10631,1.32698,1.31883
LIW,,106.987,85.3886,63.4888,53.1363
LMW,,64.812,58.172,58.7429,45.1789
UMW,,8.61241,5.74032,4.09565,3.1212
WLD,,33.92,28.63,25.3,20.65
EAS,,11.18,9.35,7.39,5.36
ECS,,8.07,4.85,3.1,2.36
LCN,,17.14,10.06,7.06,5.58
MEA,,20.45,13.66,9.29,7.07
SAS,,81.55,72.83,76.64,58.19
SSF,,115.11,97.1,74.25,61.9
# Series: DEDDFEIN,,,,,
"# Name: Deaths per 100,000, Diarrheal diseases, female",,,,,
"# Definition: The mean number of deaths per 100,000 attributable to cause of disease or death",,,,,
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,
