ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,486,509,,956,1297,,,,,,,3757,5147,
DZA,,,,,,,,6555,8472,,,,6907,,,
ARG,,,,,,46662,,60769,65575,71545,72845,79416,84937,92308,,
AUS,32816,30000,31741,19632,36153,34715,34303,35594,36396,38134,38614,42207,47375,49168,,
AUT,,4596,,,,3609,4392,4888,5257,4754,5879,7561,8450,8586,,
AZE,,,,,,,,,,,12895,12678,13005,13069,13356,
BHR,,,,,,648,,633,551,,,,,,,
BGD,,,,,1101,1234,1460,1898,,2171,3907,5735,,,,
BRB,,,,,,,,,,,,,1704,526,,
BLR,,,,,,,,15589,18092,20125,20511,22244,24446,26563,27837,
BEL,,,6421,5851,5527,5124,6416,4328,6019,7519,6486,6224,6904,8394,,
BEN,,,,,,,,,,,,1864,,1925,,
BOL,,,961,,,,,,,,,,,,,
BIH,,,,,,,,,,,,,,4856,5103,
BRA,,,,,80707,90602,94192,94792,,100295,110906,120522,138613,,,
BGR,,20060,17599,14922,13675,13675,14856,16468,18533,20621,21010,21930,23831,24244,,
BFA,,,,,,,,,51,106,225,512,168,1690,2107,
KHM,,,,377,1650,,2351,,,,,,,,,
CMR,,,,,,,,,467,849,630,728,882,,,
CAN,50056,,,,,,,,,,,,,,,
CPV,,,,,,,,,,,171,145,420,361,112,
CAF,,,,,,,,,,,,,,37,,
CHL,,,,,,,29336,35115,46687,62860,54295,62757,75344,88379,101522,
COL,,,,,,,,,,,,,,55613,58422,
COM,,,,,,74,,,,,,,,,498,
COG,,,,,27,,,,,,,,,,,
CRI,,,,,,,3566,,,,,,,,,
CIV,,,,,,,,,,6709,,6757,5985,,,
HRV,,15424,,15676,17039,17812,,18142,13871,14228,14160,12272,12393,11842,,
CUB,,,,,,,,,,70676,78641,74434,53466,41524,26472,
CYP,,2528,1831,1525,2165,2519,3780,2766,1896,1348,1830,1832,1371,1443,,
CZE,,8760,8189,11506,10099,11516,14128,15084,17836,14840,19309,21178,22549,23669,,
COD,,,,,,,,,,,,,,568,8089,
DNK,,3112,3727,3964,4131,4379,4223,4726,5298,5051,5058,5020,5640,,,
DJI,,,,,,,69,,82,,,168,,68,,
ECU,,,,,,,,,,,20099,,,,,
SLV,,,,,100,41,,27,17,51,35,26,50,77,87,
EST,,2903,3174,3364,3754,4458,5080,5806,5800,5548,5363,5343,5515,,,
ETH,,,,38,23,,480,468,,,,,791,,,
FIN,9997,10599,10737,11283,11572,12630,13149,14385,14919,15188,15326,15152,15345,16529,,
FRA,,,,,,,,,76906,73034,71566,73101,76177,75930,,
GEO,,5140,4408,3839,4319,4870,4856,5726,4571,3550,,,3004,,5312,
DEU,,,46659,48871,50842,52882,,,,,,,,73782,,
GHA,,,,,,,,,,,2302,1763,,2319,3322,
GRC,,,,,26616,,19123,32519,,18455,,,16733,,,
GRD,,,,,,,,,,,,6,,,,
GIN,,,,,,,320,,480,,2690,1471,,,,
GUY,,,,,,,43,,56,52,,,73,17,93,
HND,,,,,,955,,,,,,,2233,,2475,
HUN,,8599,10664,26023,30381,27891,30475,34600,36269,39451,37838,39482,41002,39580,,
ISL,,,153,169,252,224,259,279,242,243,253,239,313,407,,
IRN,,,,,,,27387,37712,48214,67800,65912,76486,104326,125287,145529,
IRQ,,,,,,,48615,,,,,,,,,
IRL,2084,,,,,,,,,,9335,9113,7497,8460,,
ISR,,,,,,,,,,,1045,1304,1499,,,
ITA,,11626,13296,26108,33528,42085,47276,49701,52679,54705,,,,66097,,
JPN,72370,64728,58668,272630,269973,271804,275937,275846,233970,229194,222820,211831,200278,201789,,
JOR,,,,,,1770,1770,673,850,817,2869,,68,820,,
KAZ,,,,,,,,,,,,,,,28676,
KEN,,,755,778,,,,,,,,,,,,
KGZ,,,,13626,16268,15837,16237,14973,15729,16093,20371,16679,22647,19539,,
LAO,,,,,,,,,,1867,1030,5521,4342,3827,4207,
LVA,,976,3039,3054,3266,4342,5121,5735,6385,7202,7560,7689,6835,7280,,
LBN,,,2922,3286,3551,3914,7629,4330,1680,1729,1725,1337,1277,976,1023,
LBR,,816,3525,,,,,,,,,,,,,
LTU,,5903,6010,6572,6428,6111,5740,5675,6795,6239,6416,6235,5817,5539,,
LUX,,,,,,,,,,,48,,,,,
MKD,,2501,2226,3112,3049,2854,2167,2219,2200,2511,2900,3997,3922,4854,,
MDG,,,,,,,,122,58,146,686,677,851,928,1379,
MYS,,,,,1205,,19637,17737,22279,8888,15216,29294,38788,41956,,
MLI,,,,,,,,,,,945,1243,1106,98,1,
MLT,,26,15,29,26,69,25,21,,185,132,133,129,145,,
MUS,,,,,,,,,,,,,,1074,756,
MEX,,26131,29965,30767,43892,42768,9670,62097,68627,76394,80976,93342,99429,23010,,
MNG,,1468,3758,4542,4118,5193,5417,6214,6924,7986,8412,8728,8734,8843,8045,
MAR,,735,562,473,,2488,2399,3247,4331,5174,6820,9172,,,,
MOZ,,,,,,,546,775,,,1284,1662,,2762,,
MMR,,,,64,,,,,,,,,,2341,,
NAM,421,,,,,354,,,,,244,,,,,
NPL,,,,,,,,,,,,,3044,,,
NLD,,11695,11693,11551,11859,12075,14737,17056,33884,36037,37592,38829,41323,50815,,
NZL,3821,5777,7302,7445,7435,8539,5590,5845,6443,5604,5458,9161,10219,10562,,
NER,,,,,,,,,,,,,,,632,
NOR,7228,7530,7324,5926,5350,5950,7248,8206,,8515,9231,10224,11653,11293,,
OMN,,,,,,,,,,,,,,569,,
PAN,,,,,3342,5031,3024,6908,9008,10406,10362,10272,10596,4586,,
PNG,38,,,,,,,,,,,,,,,
PHL,,,,,,99839,17281,,,,,,,,,
POL,11896,59768,68591,84990,87949,110436,123631,137713,115547,121163,128119,134659,144503,152894,163136,
PRT,,,15160,,20024,21272,21206,20842,20544,20994,21795,23429,24459,,,
QAT,,,,,,,,,,,,,,,196,
KOR,89594,98208,121388,128344,179061,230188,184059,189760,198676,204717,207902,210087,218343,222772,224102,
ROU,,14350,14492,16241,17256,19621,21069,22952,24882,39514,33635,34950,32590,36548,,
RWA,,,,,,,,,,,,,,,1433,
WSM,,,34,,,,,,,,,,,,,
SAU,,,,,,,681,681,,1724,1828,1936,3884,5678,11476,
SRB,,,,,,,,,,15122,18354,18220,19017,18182,18737,
SLE,,,37,58,,,,,,,,,,,,
SGP,,,,,,,,,,,1147,2458,3004,3309,3644,5214
SVK,,7014,10868,10372,10076,11704,11708,12267,11520,12090,12839,14147,14478,14141,13799,
SVN,,4304,5449,6895,6870,7498,8247,8900,10006,11003,11092,10867,10671,10144,9577,
ESP,,54791,63081,71227,78882,88632,94709,97906,100091,99247,102757,88660,109380,104201,,
LKA,,,,,,,,,,,,,,,102,
SUR,,,,,66,,,,,,,,,,,
SWZ,,22,18,,,,99,101,45,,,,,,,
SWE,,5944,5576,5959,6194,6541,7015,7353,7564,8117,8460,9571,11297,11676,,
CHE,,5704,4735,4976,5092,5611,6351,7113,7870,7474,8297,10249,11875,11525,,
TJK,,,,,,,,,,,,,,,4133,
TZA,,90,,,,,,,,,,,,,1514,
THA,,,,,,,,,,,,,,46644,,
TTO,,,72,79,,,706,,,,,,,,,
TUN,,,,,,,,,41975,,,,12796,,,
TUR,78997,,,38167,40936,52618,67199,65816,81350,92288,92160,102729,113468,131844,,
UGA,,1120,1748,2037,,,3278,,,,,,,,,
UKR,,62833,,98987,110873,121339,135194,146478,163561,170943,183234,195735,166692,178320,,
GBR,,,,22712,21735,,13995,14322,15817,74019,37935,40480,41967,43332,,
USA,,,,,,,,,,,1196970,1176090,1257520,1294080,,
URY,,,,,,,,,,1973,2339,2661,,,,
UZB,,,,,,,,,6316,6653,7883,8572,9701,10101,,
VEN,,,,,,,,,,,64999,50465,,,,
VNM,,,,,,,,,,,75656,81040,78749,93256,85417,
ZWE,,,,,,,,,,,,,104,2565,2565,
ECZ,,,,577977,666007,,,,908249,1053880,997497,1029290,1086470,1229440,,
HIS,,,,,,,,,,,2279260,2272700,2432440,2594950,,
LCS,,,,,,186059,,259708,,394252,495497,493901,466445,,,
NAS,,,,,,,,,,,1196970,1176090,1257520,1294080,,
# Series: TEDSVCTO,,,,,,,,,,,,,,,,
"# Name: Enrollment in tertiary education, services, total",,,,,,,,,,,,,,,,
"# Definition: Number of total males and females enrolled in tertiary education, per program",,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,
